Programme...:	MICH
Date........:	   202024-02-
Heure.......:	     3 13:15:
Colonnes....:	            3
Lignes......:	         1065
Décalage....:	           17
Commentaires:	

P.abs.i.(mp):	 1.5168300E+5	P.cal.i.(µm):	-2.6392187E+1	V_min___(mV):	 3.7616023E+5	
P.abs.f.(mp):	 1.5274700E+5	P.cal.f.(µm):	 7.9176562E+1	V_max___(mV):	 2.3937470E+5	
Nbre_de_pts_:	 1.0650000E+3	Délai___(ms):	 5.0000000E+1	Calibration_:	 1.0000000E+0	
Source......:	jnterferogrammeTg_filtre.txt	
Filtre......:	10nm 632nm	
Détecteur...:	Si-PIN	
Éch._du_pico:	20nA	
Temps___(ms):	Pos.cal.(µm):	Tension_(mV):	
 1.2491940E+6	-2.6392187E+1	 3.6394724E+2	
 1.2492440E+6	-2.6292969E+1	 3.6638984E+2	
 1.2492940E+6	-2.6193750E+1	 3.6394724E+2	
 1.2493440E+6	-2.6094531E+1	 3.6394724E+2	
 1.2493940E+6	-2.5995312E+1	 3.6394724E+2	
 1.2494440E+6	-2.5896094E+1	 3.6638984E+2	
 1.2494940E+6	-2.5796875E+1	 3.6394724E+2	
 1.2636440E+6	 2.2820312E+0	 3.6883244E+2	
 1.2636940E+6	 2.3812500E+0	 3.6638984E+2	
 1.2637440E+6	 2.4804687E+0	 3.5906205E+2	
 1.2637940E+6	 2.5796875E+0	 3.5417685E+2	
 1.2638440E+6	 2.6789062E+0	 3.4929165E+2	
 1.2638940E+6	 2.7781250E+0	 3.3707866E+2	
 1.2639440E+6	 2.8773437E+0	 3.2975087E+2	
 1.2639940E+6	 2.9765625E+0	 3.1753787E+2	
 1.2640440E+6	 3.0757812E+0	 3.0532485E+2	
 1.2640940E+6	 3.1750000E+0	 2.9311186E+2	
 1.2641440E+6	 3.2742187E+0	 2.8334147E+2	
 1.2641940E+6	 3.3734375E+0	 2.7112848E+2	
 1.2642440E+6	 3.4726562E+0	 2.6135808E+2	
 1.2642940E+6	 3.5718750E+0	 2.5647289E+2	
 1.2643440E+6	 3.6710937E+0	 2.4914509E+2	
 1.2643940E+6	 3.7703125E+0	 2.4914509E+2	
 1.2644440E+6	 3.8695312E+0	 2.5403029E+2	
 1.2644940E+6	 3.9687500E+0	 2.5647289E+2	
 1.2645440E+6	 4.0679687E+0	 2.6135808E+2	
 1.2645940E+6	 4.1671875E+0	 2.6624328E+2	
 1.2646440E+6	 4.2664063E+0	 2.7357107E+2	
 1.2646940E+6	 4.3656250E+0	 2.8334147E+2	
 1.2647440E+6	 4.4648437E+0	 2.9555446E+2	
 1.2647940E+6	 4.5640625E+0	 3.0288225E+2	
 1.2648440E+6	 4.6632812E+0	 3.1998047E+2	
 1.2648940E+6	 4.7625000E+0	 3.3219346E+2	
 1.2649440E+6	 4.8617187E+0	 3.3707866E+2	
 1.2649940E+6	 4.9609375E+0	 3.4684905E+2	
 1.2650440E+6	 5.0601562E+0	 3.4929165E+2	
 1.2650940E+6	 5.1593750E+0	 3.6394724E+2	
 1.2651440E+6	 5.2585937E+0	 3.6394724E+2	
 1.2651940E+6	 5.3578125E+0	 3.6883244E+2	
 1.2652440E+6	 5.4570312E+0	 3.7127504E+2	
 1.2652940E+6	 5.5562500E+0	 3.7127504E+2	
 1.2653440E+6	 5.6554687E+0	 3.7127504E+2	
 1.2653940E+6	 5.7546875E+0	 3.6883244E+2	
 1.2654440E+6	 5.8539062E+0	 3.6883244E+2	
 1.2654940E+6	 5.9531250E+0	 3.6638984E+2	
 1.2655440E+6	 6.0523437E+0	 3.6150464E+2	
 1.2655940E+6	 6.1515625E+0	 3.5417685E+2	
 1.2656440E+6	 6.2507812E+0	 3.5173425E+2	
 1.2656940E+6	 6.3500000E+0	 3.4440646E+2	
 1.2657440E+6	 6.4492187E+0	 3.3463606E+2	
 1.2657940E+6	 6.5484375E+0	 3.2486567E+2	
 1.2658440E+6	 6.6476562E+0	 3.0288225E+2	
 1.2658940E+6	 6.7468750E+0	 2.9066926E+2	
 1.2659440E+6	 6.8460937E+0	 2.8578407E+2	
 1.2659940E+6	 6.9453125E+0	 2.7845627E+2	
 1.2660440E+6	 7.0445312E+0	 2.6380068E+2	
 1.2660940E+6	 7.1437500E+0	 2.5891548E+2	
 1.2661440E+6	 7.2429687E+0	 2.5158769E+2	
 1.2661940E+6	 7.3421875E+0	 2.5158769E+2	
